	GSM943243	GSM943249	GSM943250	GSM943251	GSM943252	GSM943253	GSM943254	GSM943255	GSM943256	GSM943259	GSM943260	GSM943261	GSM943262	GSM943263	GSM943277	GSM943282	GSM943283	GSM943284	GSM943285	GSM943286	GSM943287	GSM943288	GSM943289	GSM943290	GSM943291	GSM943292	GSM943293	GSM943294	GSM943295	GSM943296	GSM943297	GSM943298	GSM943299	GSM943300	GSM943301	GSM943302	GSM943303	GSM943316	GSM943318	GSM943319	GSM943320	GSM943321	GSM943322	GSM943328	GSM943329	GSM943330	GSM943331	GSM943332	GSM943336	GSM943337	GSM943338	GSM943339	GSM943340	GSM943341	GSM943342	GSM943343	GSM943347	GSM943348	GSM943349	GSM943350	GSM943352	GSM943371	GSM943372	GSM943373	GSM943382	GSM943383	GSM943384	GSM943385	GSM943388	GSM943389	GSM943390	GSM943391	GSM943392	GSM943393	GSM943394	GSM943395	GSM943396	GSM943397	GSM943398	GSM943399	GSM943400	GSM943403	GSM943404	GSM943405	GSM943406	GSM943407	GSM943408	GSM943409	GSM943410	GSM943411	GSM943412	GSM943414	GSM943415	GSM943430	GSM943431	GSM943432	GSM943244	GSM943245	GSM943246	GSM943247	GSM943248	GSM943257	GSM943258	GSM943264	GSM943265	GSM943266	GSM943267	GSM943268	GSM943269	GSM943270	GSM943271	GSM943272	GSM943273	GSM943274	GSM943275	GSM943276	GSM943278	GSM943279	GSM943280	GSM943281	GSM943304	GSM943305	GSM943306	GSM943307	GSM943308	GSM943309	GSM943310	GSM943311	GSM943312	GSM943313	GSM943314	GSM943315	GSM943317	GSM943323	GSM943324	GSM943325	GSM943326	GSM943327	GSM943333	GSM943334	GSM943335	GSM943344	GSM943345	GSM943346	GSM943351	GSM943353	GSM943354	GSM943355	GSM943356	GSM943357	GSM943358	GSM943359	GSM943360	GSM943361	GSM943362	GSM943363	GSM943364	GSM943365	GSM943366	GSM943367	GSM943368	GSM943369	GSM943370	GSM943374	GSM943375	GSM943376	GSM943377	GSM943378	GSM943379	GSM943380	GSM943381	GSM943386	GSM943387	GSM943401	GSM943402	GSM943413	GSM943416	GSM943417	GSM943418	GSM943419	GSM943420	GSM943421	GSM943422	GSM943423	GSM943424	GSM943425	GSM943426	GSM943427	GSM943428	GSM943429	GSM943433	GSM943434	GSM943435	GSM943436	GSM943437	GSM943438	GSM943439	GSM943440	GSM943441	GSM943442	GSM943443	GSM943444
SPOCK2	12.20827553	12.27390312	11.39077604	11.71748075	11.57407918	12.39091808	11.75609717	11.9696349	12.03062864	12.44795798	12.22550332	12.43913492	11.83749079	12.27215216	12.64243336	12.28481897	12.69314817	12.66631154	12.38308488	12.45371533	12.88312872	11.94711163	11.7004467	12.60221442	12.52285659	11.87083194	12.10638321	12.14742019	12.53403181	12.60019205	12.51519493	12.53988862	12.49095144	12.13022792	12.61511749	12.73486034	12.44900917	11.88807953	11.911782	12.30454644	11.88993606	12.16213393	12.16845887	12.13335138	12.49550107	12.18834712	11.55314454	12.59315841	12.40470487	12.05102416	11.97627379	11.24124491	12.14362822	11.46582008	12.04485979	11.96430685	11.72371074	12.12931904	12.26464295	11.48494912	12.07552807	12.06792899	12.19686972	11.62920652	11.79133625	11.79898339	12.08046867	12.03520426	11.84812628	12.39133959	11.79955509	11.48747313	11.82046196	12.58137674	12.2774443	12.5437265	12.72466787	12.58482305	12.45476064	11.28989069	11.69973259	12.26837927	12.3147069	12.04609882	11.50900264	11.82318746	11.96321773	12.16253886	12.10501749	11.85078878	11.70158498	12.17658371	12.6951456	11.59304886	11.11298573	11.77985688	12.21944984	11.99805155	12.39010476	12.30017999	11.7109026	11.88261498	12.54646674	12.06360372	11.53542295	11.61030327	11.13133575	11.82375973	11.45934368	11.34555266	11.67621776	11.55822743	11.48445808	11.68211962	11.66311614	12.07461242	12.13875339	11.66156748	11.52551714	11.97389821	11.89203948	11.41002012	11.54745031	11.26478995	11.20942686	11.43589667	12.49413214	12.61926329	11.33674986	12.58878555	11.39352559	11.82664409	12.19160738	12.56498065	11.23093562	11.97344334	12.09890515	12.64912781	11.92477648	12.10802715	11.46593939	12.05954173	11.07166891	11.80748275	11.62305205	12.36086095	11.71749355	12.34492029	11.82806774	11.87227858	11.92626641	12.45330272	11.29682406	11.93055705	11.87460468	12.19702822	11.87340213	12.30531794	11.55942631	12.07639088	11.60437407	12.47594488	12.15707289	11.92377475	11.83686845	11.7257816	11.73774292	11.3686893	11.11530874	11.2579121	11.65541832	12.33441659	11.52551803	12.33448578	11.74777018	11.73533131	11.54732255	11.68261077	11.83731286	11.49882778	11.98514689	11.86083965	11.45243841	10.9271746	11.8523177	11.82917547	11.83935671	11.75188269	11.83871802	12.34590138	12.24279799	12.14531997	11.97818679	10.43149701	11.19305335	11.89724557	11.69863781	11.06366177	11.57859019	11.40389911	11.24566592	10.44225464
SPRYD3	11.93699487	10.8078128	11.87182465	12.11705095	12.10320004	11.92633943	11.19280666	12.34188409	12.60999784	12.22827944	12.39218605	11.99463252	11.55389745	12.36069706	11.22926095	12.68144664	12.43449337	11.83055355	12.65981594	12.70352673	12.45276479	12.59011596	12.75455421	12.70483135	12.35089477	12.58835478	12.28928572	11.99555081	11.99740316	12.60019205	12.68221901	13.0401385	12.89474572	11.7310911	12.13664425	13.17001023	12.9810139	11.61716522	11.31731079	11.35721312	10.87886444	11.85175451	11.2160081	10.63022022	11.54452716	11.96656694	10.92368313	11.47033338	11.90244838	11.4368771	12.11680774	12.06948559	11.53235609	11.19432875	12.0314432	12.05997601	11.75628453	12.31849651	12.13849424	11.26854286	11.80434631	12.57493185	10.91573925	12.12280832	11.7695554	11.20778991	11.03187154	11.66579498	12.69384015	10.76473378	10.5504203	10.51682103	11.28760695	10.75349876	10.74502481	9.808443476	10.88048871	10.86991793	10.71245375	10.16567665	10.81420437	12.18647731	11.46845965	11.17029731	11.80069307	11.33945667	11.1668723	11.93362547	12.27518147	11.43354723	10.28409621	12.1100301	11.2349079	12.5460567	11.47834852	12.60010821	11.56038176	12.22768806	11.73566179	11.76821413	12.54852973	11.20396181	10.99616784	11.88924252	11.2440173	11.10749048	10.94492613	11.22550032	9.780147155	11.02610899	11.85270894	11.32139417	11.2393015	11.85503038	10.52102566	12.27682974	11.21848867	11.51095547	11.52998308	11.76130622	10.49922491	12.5096169	10.75066863	11.22766803	10.76229329	11.32238996	11.28582708	12.03330041	11.40941702	10.90855579	11.83075796	11.27873986	12.01851434	11.89627094	9.652998399	11.01480906	11.60075748	11.14152859	11.58077346	11.92224697	11.36036727	12.11695545	11.32070017	11.9413336	12.09559785	11.76586122	11.49020278	10.95565373	11.24641759	10.76556555	11.26630542	11.87617944	10.72649657	12.26758752	12.54469875	11.38925181	11.46660931	11.59707591	11.3062968	9.963006537	9.846192293	11.86312996	10.8821534	10.84536128	11.54933422	11.47968084	9.95164488	10.9201378	11.28108093	10.71866785	11.71748127	11.83014988	12.00831689	13.20304477	11.73856806	11.27967938	11.28494007	11.41565394	12.01690452	11.48413979	11.4186366	12.18564228	10.88848303	10.20803768	12.24175072	12.92687309	10.45672086	13.0402737	11.91370842	11.47853969	11.68667988	12.19790421	11.60465019	11.60024544	11.31056124	11.89498024	11.12773316	10.99257537	11.43541335	10.64798815	10.88169836	11.09869604
SPTAN1	9.689024685	9.508258363	9.102120485	8.95995937	9.239160723	9.305695677	9.292416016	8.772833699	9.267967621	9.516304613	9.345721086	9.674088416	8.760271869	9.780832787	10.22054197	9.454485203	10.35664911	9.859026309	9.606766855	9.563432423	9.653977929	9.663946075	9.041142522	9.72195029	9.279690603	9.42036011	9.820269159	9.753151403	9.607896619	10.08901697	10.07258606	10.09956758	9.595133309	9.563592257	9.699366241	9.970031197	9.600001744	9.002042273	9.095262981	9.149307344	9.181798334	9.351895742	8.711226708	8.983698574	9.716764266	9.119258389	8.914096062	9.53541165	9.546344261	9.356035959	9.868463584	9.137608964	9.851614851	9.363604675	9.537103584	9.257019847	8.966190578	8.95706037	9.171345968	8.861150721	8.918740207	8.969448692	9.035079018	8.903857926	8.939017195	9.306294436	9.236555642	8.892860909	9.173714396	8.841654549	9.396619725	9.048888956	9.102101902	9.472389894	9.487724949	9.156616583	9.109710801	9.353410003	10.0129393	8.904465103	9.228883565	8.882208075	9.201319014	8.773544297	8.621325705	8.958728656	8.788259876	8.637316391	9.500883706	8.654930171	9.280599295	9.335440183	9.121436198	9.287033784	8.559649357	9.187641866	9.101284856	9.42424007	9.214254236	9.29918977	8.91129836	9.141681548	9.819535016	9.623737256	9.197259454	9.418167742	8.897856006	9.166971308	8.760373551	8.949442833	9.145206804	9.042124506	9.065269581	8.617760018	8.642003689	9.665503688	9.603030846	8.926569952	9.349515804	9.743494003	9.225449335	9.112127877	9.256385086	9.002563735	8.624020414	8.934573372	9.252486142	9.086599924	8.676495785	9.180732167	8.823269894	8.55260573	8.972156487	9.918261876	8.670969891	9.029182408	9.214797479	9.733925218	9.152144085	8.929425204	9.140735258	8.96229735	8.629656494	8.865143411	8.834383985	8.74991037	8.698305191	8.781889843	8.772596229	8.361579499	8.799680756	9.263307983	8.616870569	9.034937984	9.08284782	9.200530766	9.043078073	9.137281273	8.832577253	9.249200869	9.162325743	9.287900672	9.147484952	9.225969408	8.629496016	8.778851365	8.603043508	8.347239292	8.409649069	8.644109601	8.980925126	9.17483818	8.887825993	9.482940713	9.021168158	8.876401028	8.683315072	8.623066612	8.771336708	8.480577068	8.898784689	8.587836515	9.306791746	8.447786431	8.901590835	9.571233733	9.127219978	9.104501181	9.168862909	9.386654588	9.109897766	9.010413212	8.852921743	8.487841899	8.840010818	8.913316519	9.205176089	8.876990758	8.798747961	8.876742817	8.839274301	8.62477337
SSR1	9.693884589	9.143200645	9.844291052	9.953633989	9.830580319	10.14508023	9.618905394	10.14732092	9.053775917	9.926393089	9.850544327	9.270319179	10.29796306	9.618195565	9.299706281	10.28664866	9.515265209	10.02285088	10.01868558	9.504009826	9.549949385	8.772420652	9.535030362	9.865371748	9.970325376	9.284225784	9.263306278	9.519093099	9.867413474	9.223480823	8.900724291	9.197547037	9.601554586	9.260050515	10.03778205	9.3159756	9.057548606	10.12851127	9.561301006	9.726147034	9.960322967	9.117636375	10.06944551	10.08982066	9.669054875	9.832095459	10.23841986	10.13126525	9.754720518	9.648902566	9.496477491	9.139863922	8.912960747	9.449354637	9.75231982	9.316859942	9.528029983	9.686625108	9.306556332	9.805388474	10.26460768	10.0874606	10.06404567	9.579627438	9.802013868	10.03573783	10.0255289	9.889791894	9.360554438	10.5899915	9.245883399	9.644784243	10.08068398	9.847007113	9.900100655	10.80317766	10.21697051	10.41463077	9.025021703	9.91122086	10.03149279	9.87139556	10.06832718	10.60309831	10.25336464	10.23911689	10.0778375	10.32956681	9.587270172	10.1493498	10.05027554	10.04029086	9.973389283	9.339223483	10.26068613	9.763742915	9.867380693	9.993322271	10.33874235	10.14550427	9.827446342	9.680103522	10.34945024	10.75673805	10.74278749	9.342533229	10.23292611	10.24419677	11.25801233	9.773220332	9.895430308	9.55415108	9.588250145	10.34473772	10.44090818	9.894663161	10.5455405	10.50246116	10.24452288	9.561546745	10.530063	8.77519138	10.12792404	9.933592042	9.96593106	10.07198034	9.94486219	10.00997714	10.16084587	10.02470061	10.07645864	9.686004889	9.947910459	9.693877266	10.32470445	10.23244289	10.14525107	9.67961304	9.858025469	10.05727692	10.10757477	10.04350108	10.29039841	9.625207915	9.772049503	10.34055498	10.21647827	10.30969862	10.45467271	10.41811135	10.13945627	9.681993287	10.63075808	9.179685129	9.001712384	10.07708763	10.30730676	10.17294444	9.896387639	9.927558003	10.23351411	10.24461048	10.37217464	9.900593016	10.5681416	10.3934658	11.12950802	10.46311539	9.860498975	10.42002979	10.34904006	10.1718113	10.05407653	9.497480087	9.343858606	10.46465413	10.54134346	10.87210491	10.55014601	10.76934171	10.93807729	10.42853345	10.10966093	10.72185314	9.665318159	9.152262974	10.23500989	9.48832167	9.491916322	9.045019112	10.01333677	9.885042732	9.577126739	9.934868316	9.512193529	10.13360303	9.469048357	9.383457898	10.20406265	9.909903957	9.496293064	9.760899284
SUZ12	9.189348889	8.897618605	9.494502157	9.621272928	9.556887448	10.0319893	9.480290066	9.716087307	8.760148121	9.796600168	9.604727883	9.402827194	10.75006097	9.911272841	9.685303512	10.12284121	9.79881917	10.31050502	9.866788052	9.486149477	9.429308992	8.925531131	9.506320275	9.88621963	9.614940043	9.168905687	8.852422862	9.33643163	9.69126611	9.320996669	8.908462735	8.597631452	9.465899587	9.063715521	10.37971896	9.307137935	9.123499871	10.65832106	9.497163586	10.35491225	10.05845285	9.133797299	10.27078506	10.28469082	10.02524855	10.26627211	10.36192755	10.56109546	10.27027005	9.870369204	9.895049148	9.067873668	9.934246111	9.980633639	10.39628939	9.559639758	9.679155225	9.755284649	9.871686165	10.73608516	10.71297925	9.869171099	10.22548186	8.890832718	9.600357829	9.658232688	10.2969181	9.927285352	9.260819146	10.34347168	9.614602974	9.735423488	9.906328032	9.896112037	9.910495158	11.26376698	10.74258264	10.6841066	8.822839144	9.569114369	10.17146783	10.6816058	10.81746229	10.59504713	10.25640662	10.84123875	10.736947	10.79124428	10.02638098	10.46665292	10.45096792	10.3343225	10.14298304	8.963317546	10.55751875	9.506970825	9.508416496	9.753363272	10.37650556	10.46002568	9.854727936	9.406478268	9.954591711	11.33340789	11.08632053	9.651212378	9.876371225	10.61303433	11.75252662	10.00566909	9.939001336	9.370163676	9.698438412	10.20773936	11.09647739	10.21734088	11.05344846	10.65717853	10.49451241	9.617190216	11.65400079	9.125474529	11.09734643	10.83649386	10.50219265	10.16200228	10.30298677	10.48739536	10.70817506	10.78354092	10.31407684	10.12264675	9.864410138	10.10426333	11.21595111	10.94026857	10.69971799	10.07603373	10.37275019	10.4394508	10.20299273	10.79434462	10.97946471	9.918134915	9.952834777	10.59214135	10.92994479	10.72704674	11.07088812	11.3474705	10.42983038	9.932639317	11.36665556	9.19378856	9.130309467	9.953970567	10.23305026	10.46076467	10.55645538	9.772529566	10.22000989	10.30424645	10.67378067	10.24768357	10.78519092	10.51633806	11.85834599	11.0728821	10.25175796	10.75859443	10.78096252	10.41658682	9.511927031	9.576873194	9.313762869	10.65692423	10.77660812	11.30260059	10.73101026	11.22502745	11.12837887	10.65216263	10.60705264	11.31853773	10.12848148	9.278240244	11.33772008	9.418985508	10.14606632	9.838235445	10.4962747	10.0117422	9.988580214	10.16385694	9.89530761	10.85532367	9.68259168	9.821740069	11.12413621	10.2491252	10.0242446	9.949474968
TAX1BP1	9.4980776695	9.442993571	9.561888377	9.6744240755	9.835966153	9.7285819495	9.5762019335	9.7720904065	9.257359832	9.7796792495	9.817543305	9.470757217	10.417217435	9.814350296	9.4044483995	9.78135984	9.226319957	9.8302694215	9.776039223	9.361858803	9.230636475	8.9900278905	9.529639209	9.720548541	9.5668674125	9.2526350915	9.060707995	9.542398296	9.445816476	9.1552341215	9.050240941	9.11559952	9.5853232085	9.3505426175	9.825537334	9.468246546	9.4153885945	10.43792305	9.7713497585	9.850055386	10.1005554185	9.7740599525	10.1066843625	10.202757695	9.9972941885	10.17815504	10.5493806	10.121678085	9.8653347965	9.663518193	9.665713599	9.651152461	9.6865317015	10.46906465	10.28399044	9.5764327725	9.7536489615	9.892434639	9.948320222	10.66663736	10.475684665	9.7675763425	9.7450379495	9.568366093	9.663025953	9.52081158	9.8888902605	9.6785259035	9.57232855	10.5750977	9.6876919685	9.643513599	10.05597891	9.8739456085	9.9340970185	10.811824335	10.616149575	10.683390995	9.2486707455	9.8134765425	10.0378326985	10.681463325	10.64258133	10.439726545	10.127929386	10.7782501	10.53753425	10.708947595	10.15296615	10.716366315	9.859567896	9.804637904	9.844941088	9.62302338	10.455127215	9.6409372015	9.5890575625	9.407844008	10.0509832495	10.25641034	9.762330788	9.5188321705	9.248675903	10.796734055	10.44227227	9.466754758	9.8426738685	9.8867701465	10.881844185	9.6258540185	9.731666927	9.639328909	9.6595234585	10.09588083	10.729781705	9.812114598	10.564480535	10.32509023	9.8800276045	9.479685644	11.295625765	9.4586455235	10.97593714	10.849412685	10.59864715	10.425721815	10.413781755	10.5673897	11.081937855	10.88719919	10.49068956	10.661975395	10.156500348	9.7906610265	11.243723385	10.77336329	10.61152788	9.775468791	10.39129607	10.25449018	10.401471455	10.6396604	10.94478783	10.020901135	10.2419801125	10.253327685	10.651436815	10.28875027	10.543850725	11.272365775	10.29434683	9.6394942575	11.27336659	9.489303982	9.6601289645	9.956168231	10.513499175	10.0549794845	10.35330528	9.4784136205	9.9533495635	9.609508668	10.0282549235	9.9204241605	10.606506635	10.436166675	11.114329085	10.484331005	10.30982596	10.60554033	10.23972134	9.930517477	9.517535386	9.685591979	9.851110127	10.2294024	10.15073177	10.94772299	10.22754354	10.86103875	10.50869094	10.300747855	10.46938237	11.233128185	10.118190175	9.602782222	10.91832545	9.6140151865	9.938045694	9.819319054	10.3757589	10.151257713	10.10491608	10.273318545	9.9637696575	10.226367265	9.6199969425	9.738720304	10.74755166	9.9924749325	9.8070338085	9.7786482575
TMCO1	9.175465979	8.757352603	8.46246471	8.793641121	9.01158995	8.95448999	8.974577344	8.837158927	8.613129526	9.302639719	8.933678288	8.892694644	9.984129572	8.935519652	8.736902273	9.272747396	8.917062473	9.239757522	9.326882278	8.70678558	8.645085418	8.362145039	8.657133444	8.968653095	8.918243162	8.551502414	8.619848348	9.008879791	9.168812341	9.01161861	8.360611537	8.62215136	9.001644003	8.85677027	9.148131823	8.742338906	8.856258963	10.01110248	9.195826173	9.261627624	9.452371312	9.021660161	9.700335894	9.507560411	9.345674165	9.409753052	9.366777719	9.598225849	9.439590976	9.006471149	8.840322805	9.011448768	9.423120779	9.718846834	9.764029681	8.837094276	9.174434553	9.247195143	9.125844762	10.23146448	10.00709907	8.749138418	8.994201064	8.837119281	8.836464614	8.613474831	9.222304029	9.202207065	8.938216596	10.03866168	9.06164769	9.237091762	9.184776683	9.12714015	9.176626062	10.04581835	9.449108015	9.689173745	8.738911795	9.227105001	9.458758979	9.489014044	10.27167824	9.595798407	9.288849931	10.36124056	9.756041634	10.37926742	9.601169488	10.35560526	9.589604514	8.899228901	8.706749856	8.895654327	10.41698425	9.345423765	8.787859227	8.820979439	9.391250122	9.894044623	9.01095696	8.692258742	8.925802369	10.04187474	9.98482152	8.80291762	9.186313837	9.286963482	10.95962599	8.960103377	9.10739085	9.048120021	8.954359083	9.110357136	10.13502897	9.223765038	9.979732304	9.671876937	9.222145412	8.674252405	10.60653346	8.642616675	10.0659058	10.20101681	10.2620271	9.623570375	9.918419311	10.07743136	10.11191586	10.34892468	9.850930979	9.810218133	9.158066152	9.255904212	10.94205577	10.39070189	10.12298213	9.388553797	9.687825158	9.574024343	9.624891449	10.19972681	10.61213763	9.490955293	9.550470212	9.337907095	10.02861192	9.4934479	10.22672322	10.83821768	9.681188435	9.364830952	11.01662567	9.010746718	8.758269321	9.486744075	9.519398488	9.533002544	9.439489806	9.187979383	9.500959987	8.97935693	9.459916702	9.342565335	10.18288528	9.616310345	10.91833485	10.44259872	9.562980352	10.07272176	9.796036911	8.99901109	8.758018474	9.287059083	9.040600061	9.394752571	9.411386766	10.63914911	9.508036265	10.22191312	9.877728444	9.896170009	10.20306981	10.91379728	9.65471263	9.065459036	10.50420186	9.041844665	9.438450332	9.20757279	9.89849451	9.574955638	9.482308727	9.405894075	9.424497413	10.02201026	9.168131872	9.400207078	10.76106688	9.49909654	9.247689787	9.615264914
TMED5	8.145225795	8.052912029	8.524130075	8.768879132	8.666162074	9.063493582	8.418841434	8.959841539	8.020151253	8.433695648	8.546431433	8.305279228	9.526623762	7.991431674	8.224781589	8.82896885	7.813447574	8.742889137	8.920892681	8.294029444	8.246996723	7.814197435	8.23982142	8.609325615	8.705060683	8.040319134	7.659671389	7.99899364	8.685819214	7.900323712	7.738669944	7.835137916	8.344120692	8.112616721	8.828449383	8.11689383	7.747175526	9.227941423	8.423518131	9.042417122	8.755844176	7.891105587	8.807687557	9.259959396	8.705442682	8.96378751	9.461048519	9.172789944	9.035837005	8.523078708	8.389351195	7.880241437	7.962998923	8.58588017	8.820278125	8.303790865	8.819598576	8.934478237	8.320060869	9.519365077	9.627967325	8.917033007	9.238229356	8.10615096	8.661748145	8.484859164	8.765451526	8.486916022	8.099550204	9.526727291	8.445733909	8.578663873	9.094991508	8.618308033	8.826514447	10.17136975	9.832842243	9.681791985	7.98544142	8.543673339	8.834509272	9.00728736	9.593173594	9.606733898	9.239640607	9.535122044	9.479849178	9.650941192	8.367672476	9.390733449	8.721391994	8.826489309	8.701073865	7.73810135	9.384649533	8.207677741	8.754138671	8.549591016	9.164987568	8.999546693	8.637950397	8.301533682	9.033302056	9.115468811	9.364092009	8.21743844	8.806097206	9.266988588	10.39493361	8.845660379	8.73030035	8.299891401	8.560722626	9.649451205	10.09252257	8.4770847	9.306109916	9.551617436	9.25804179	8.578392371	9.715142802	7.490584229	8.882017431	9.101173132	9.554061655	9.064516318	8.86703053	9.14044779	9.588724382	9.522979	9.187320752	8.85214519	9.053324704	8.657156049	9.756664352	9.697421848	9.45147026	8.616730153	8.970413582	9.071361608	9.334010563	9.59774664	9.928605315	8.470647183	8.888539785	9.468280507	9.535678307	9.77617249	9.716999208	9.860937801	9.841646645	8.502852945	9.832904792	8.033279975	8.25013154	8.598596316	8.82021866	9.349317068	9.174228081	8.647746901	8.924198185	8.842508499	9.459916702	9.024925037	9.841919207	9.268858529	10.53048759	10.25492899	9.208444567	9.738880968	9.023906108	8.991809838	8.630312939	8.284094659	8.362506177	9.488145876	9.827533896	10.20778806	9.583848399	10.00193899	9.938702291	9.724335854	9.411115208	10.03450384	8.654931759	7.728136159	9.329611256	8.156970649	8.584292736	7.994639199	9.387924854	8.82072818	8.867492457	9.184723098	8.500769125	9.237887127	8.384190653	8.575431682	9.459076931	8.763827037	8.59388014	9.040042495
TMED7	7.8964311225	7.823776371	8.276037491	8.24345113	8.16479128	8.348426954	8.1426710855	8.585973397	7.8428649465	8.1855172185	8.3301400435	8.091848493	8.793880942	7.799197124	7.880033122	8.32613617	7.82016664	8.336078005	8.25058676	8.135690922	8.0172014195	7.596033137	7.8646395025	8.117021331	8.192304127	7.8776848795	7.7092016055	7.844454087	8.285973218	7.532717615	7.748146835	7.566487674	7.9447429175	7.781534293	8.219028494	7.934743941	7.6128560665	8.466472995	8.0709817195	8.3975077835	8.389297346	8.037802969	8.4476602605	8.3296228075	8.1178681755	8.3555499235	8.6317468755	8.495872445	8.149868188	7.932006155	8.0060948945	7.796236763	7.7881707635	8.2983738795	8.25138962	8.08590436	8.170608944	8.132432651	8.1954922335	8.6174756715	8.8491088325	8.3438946505	8.5292969045	7.8874882865	8.2860166505	8.3346712345	8.3114928315	8.064993352	8.022549933	8.146928435	8.014027954	7.760990104	8.1080976515	7.923620786	8.1102899185	8.452005629	8.391848954	8.3445099875	7.5879830385	7.878118801	8.025666889	8.414832503	8.3634414785	8.579078038	8.576943675	8.48542642	8.4250003755	8.664110511	8.0469566705	8.536822858	8.3479007115	8.613197455	8.5787069195	7.5935085375	8.578066652	7.768203494	8.2090869835	8.477597412	8.558400555	8.521053405	8.462845264	8.132154164	8.3407066565	8.389700004	8.691985145	7.9755211895	8.357791067	8.634606339	9.332520335	8.2844603815	8.28287702	7.913544008	8.1986815275	8.733948347	8.8960980835	8.0444559	8.3030673245	8.760686015	8.473264003	8.1534522345	8.3713395225	7.545062112	8.0389914795	8.278349508	8.3301988225	8.229506585	8.02847467	8.13929849	8.4606022825	8.2693805975	8.3919528265	8.080686967	8.35831109	8.1466049975	8.8572632635	8.8857931315	8.6061401325	8.2381115345	8.202517429	8.37320107	8.4664275545	8.611606528	8.7609117695	8.368311243	8.466863794	8.8022548235	8.866731511	8.803445711	8.8260320905	8.8656691435	8.7470265485	8.1146088085	8.7835499125	7.8922951025	8.0677368785	8.1824364045	8.248717098	8.647873285	8.3259869	8.1496524425	8.376624705	8.536573635	8.7396314985	8.5034655685	9.178544388	8.585166595	9.262905023	9.149039499	8.858503896	8.9840820095	8.8608882845	8.5667869195	8.228474329	7.7708569605	7.9090661685	8.9080395225	9.0729142035	9.231475479	8.8433185315	9.2387821395	9.191161018	9.0923881605	8.4510435625	8.89860591	8.2629664745	7.8821884835	8.420462544	7.905805177	8.04345862	7.684903217	8.268182751	8.123736653	8.1920549295	8.553399853	7.990040381	8.5715478215	8.067459984	7.8428000875	8.585066994	8.3013796025	8.2324208265	8.3341307105
TMEM123	9.103927511	8.770029314	9.328153934	10.2996313	9.344216094	10.37353257	9.361145746	9.945101831	8.547607345	10.03261671	9.680692924	9.535978067	10.85769551	9.246527794	9.197793594	10.15058675	8.895996354	10.05247487	10.28971872	9.582649956	9.623195785	8.346795348	9.106697988	9.664474729	9.690791068	8.669714065	8.513516808	9.091919519	9.909240222	8.282630468	8.778076557	8.157127097	9.508285412	9.005152036	10.08757855	9.533180136	9.128064674	10.94227333	9.779108944	10.6663282	10.54065708	9.088055503	10.71214889	10.68355767	10.34711308	10.82988551	10.89760848	11.07758731	10.59174358	10.03788562	9.737629762	9.142114594	9.503047513	9.942362097	10.63200187	9.831454624	9.823253507	10.10626654	9.862249734	11.25985739	11.45137944	10.096282	10.52010954	8.874328812	10.2935318	9.691965179	10.22311224	9.779059106	9.415798254	10.6060293	9.668436562	9.682382666	10.56612896	10.1664722	10.40999147	12.37234023	11.89076016	11.55515636	8.996904806	10.06448787	9.993551882	10.79725551	11.58897504	11.71535807	10.65691442	10.82779408	10.95280164	11.40065678	10.16999191	10.98068479	10.81861894	10.92319598	10.72720736	9.875213054	10.8722805	9.572156341	9.600132571	10.19330803	10.84046948	10.85951159	10.28764297	9.371354913	10.6085413	10.45801047	10.67420874	9.102910015	9.712552937	10.64897141	11.87643138	9.733856832	9.851660923	9.550044216	9.322285567	10.79502128	11.13255257	9.880097726	10.82430951	10.4723086	10.16941238	9.66826036	11.61624602	8.512529147	10.52420999	10.75629973	10.80784953	10.61533795	10.84040991	10.68618113	10.98143462	11.4591631	10.90621959	10.38141976	10.03944137	10.33027949	11.86801553	11.58573953	11.19900312	10.61689528	10.22385897	10.7148857	10.53542304	11.3675885	11.38827313	10.27126016	10.72995179	11.25976655	11.51947284	11.59146947	11.48745457	11.93952172	11.1415196	10.20054888	11.62142864	9.30440088	9.264681894	10.04584979	10.21720084	10.85188903	10.62210123	9.859790998	10.31271486	10.57643132	10.82723011	10.71484236	11.17082739	10.68292179	12.48334135	11.83975828	10.81772258	11.33670713	10.6436123	10.63867321	10.31893099	9.618945449	9.436255561	11.11835901	11.18129441	11.68596177	10.8798763	11.66759394	11.82138234	11.27663025	10.67764646	11.62358425	10.08567163	8.81256075	11.47666607	9.526653514	9.982810748	9.598630181	10.76701985	10.35127168	10.19112842	9.971429694	9.98527397	10.67532068	9.802239837	9.676506674	11.72820257	10.32240457	9.782796341	9.734183528
