GeneSymbol	Ensembl_gene_ID	Ensembl_transcript_ID
TNS1	ENSG00000079308	ENST00000446688
TNS1	ENSG00000079308	ENST00000615025
TNS1	ENSG00000079308	ENST00000490566
TNS1	ENSG00000079308	ENST00000419504
TNS1	ENSG00000079308	ENST00000480416
TNS1	ENSG00000079308	ENST00000495556
TNS1	ENSG00000079308	ENST00000446903
TNS1	ENSG00000079308	ENST00000479185
TNS1	ENSG00000079308	ENST00000480665
TNS1	ENSG00000079308	ENST00000413554
TNS1	ENSG00000079308	ENST00000310858
TNS1	ENSG00000079308	ENST00000453356
TNS1	ENSG00000079308	ENST00000492338
TNS1	ENSG00000079308	ENST00000413280
TNS1	ENSG00000079308	ENST00000439083
TNS1	ENSG00000079308	ENST00000423413
TNS1	ENSG00000079308	ENST00000449814
TNS1	ENSG00000079308	ENST00000465306
TNS1	ENSG00000079308	ENST00000649572
TOMM7	ENSG00000196683	ENST00000463284
TOMM7	ENSG00000196683	ENST00000358435
TOMM7	ENSG00000196683	ENST00000483581
TOMM7	ENSG00000196683	ENST00000405021
TOMM7	ENSG00000196683	ENST00000372879
TOMM7	ENSG00000196683	ENST00000496129
TPT1	ENSG00000133112	ENST00000530705
TPT1	ENSG00000133112	ENST00000616577
TPT1	ENSG00000133112	ENST00000379056
TPT1	ENSG00000133112	ENST00000528619
TPT1	ENSG00000133112	ENST00000529421
TPT1	ENSG00000133112	ENST00000484604
TPT1	ENSG00000133112	ENST00000533567
TPT1	ENSG00000133112	ENST00000490277
TPT1	ENSG00000133112	ENST00000530245
TPT1	ENSG00000133112	ENST00000379060
TPT1	ENSG00000133112	ENST00000379055
TPT1	ENSG00000133112	ENST00000309246
TPT1	ENSG00000133112	ENST00000527226
TPT1	ENSG00000133112	ENST00000442760
TRAM1	ENSG00000067167	ENST00000521425
TRAM1	ENSG00000067167	ENST00000262213
TRAM1	ENSG00000067167	ENST00000521049
TRAM1	ENSG00000067167	ENST00000520700
TRAM1	ENSG00000067167	ENST00000518678
TXN	ENSG00000136810	ENST00000374517
TXN	ENSG00000136810	ENST00000374515
TXN	ENSG00000136810	ENST00000487892
UBL3	ENSG00000122042	ENST00000380680
UCP2	ENSG00000175567	ENST00000310473
UCP2	ENSG00000175567	ENST00000663595
UCP2	ENSG00000175567	ENST00000536983
UCP2	ENSG00000175567	ENST00000544615
UCP2	ENSG00000175567	ENST00000545212
UCP2	ENSG00000175567	ENST00000545562
UCP2	ENSG00000175567	ENST00000543714
UCP2	ENSG00000175567	ENST00000539764
UCP2	ENSG00000175567	ENST00000542615
UCP2	ENSG00000175567	ENST00000541027
UCP2	ENSG00000175567	ENST00000539330
UQCRQ	ENSG00000164405	ENST00000378667
UQCRQ	ENSG00000164405	ENST00000498309
UQCRQ	ENSG00000164405	ENST00000496429
UQCRQ	ENSG00000164405	ENST00000378670
UQCRQ	ENSG00000164405	ENST00000378665
UQCRQ	ENSG00000164405	ENST00000480372
USP15	ENSG00000135655	ENST00000353364
USP15	ENSG00000135655	ENST00000549523
USP15	ENSG00000135655	ENST00000280377
USP15	ENSG00000135655	ENST00000550632
USP15	ENSG00000135655	ENST00000312635
USP15	ENSG00000135655	ENST00000548524
USP15	ENSG00000135655	ENST00000546718
USP15	ENSG00000135655	ENST00000551206
USP15	ENSG00000135655	ENST00000537297
USP15	ENSG00000135655	ENST00000549237
USP15	ENSG00000135655	ENST00000548836
USP15	ENSG00000135655	ENST00000546694
USP15	ENSG00000135655	ENST00000552997
USP15	ENSG00000135655	ENST00000547317
USP15	ENSG00000135655	ENST00000549268
USP15	ENSG00000135655	ENST00000549415
USP15	ENSG00000135655	ENST00000548620
USP15	ENSG00000135655	ENST00000552346
USP15	ENSG00000135655	ENST00000549101
VAMP7	ENSG00000292366	ENST00000711260
VAMP7	ENSG00000292366	ENST00000711261
VAMP7	ENSG00000292366	ENST00000711262
VAMP7	ENSG00000292366	ENST00000711263
VAMP7	ENSG00000292366	ENST00000711264
VAMP7	ENSG00000292366	ENST00000711265
VAMP7	ENSG00000124333	ENST00000286448
VAMP7	ENSG00000124333	ENST00000479687
VAMP7	ENSG00000124333	ENST00000488344
VAMP7	ENSG00000124333	ENST00000463317
VAMP7	ENSG00000124333	ENST00000262640
VAMP7	ENSG00000124333	ENST00000460621
VBP1	ENSG00000155959	ENST00000535916
VBP1	ENSG00000155959	ENST00000286428
VBP1	ENSG00000155959	ENST00000460509
VBP1	ENSG00000155959	ENST00000625964
VCAN	ENSG00000038427	ENST00000265077
VCAN	ENSG00000038427	ENST00000503923
VCAN	ENSG00000038427	ENST00000512590
VCAN	ENSG00000038427	ENST00000513960
VCAN	ENSG00000038427	ENST00000513984
VCAN	ENSG00000038427	ENST00000502527
VCAN	ENSG00000038427	ENST00000515397
VCAN	ENSG00000038427	ENST00000513016
VCAN	ENSG00000038427	ENST00000507162
VCAN	ENSG00000038427	ENST00000505615
VCAN	ENSG00000038427	ENST00000342785
VCAN	ENSG00000038427	ENST00000343200
VPS29	ENSG00000111237	ENST00000549578
VPS29	ENSG00000111237	ENST00000360579
VPS29	ENSG00000111237	ENST00000621131
VPS29	ENSG00000111237	ENST00000552130
VPS29	ENSG00000111237	ENST00000447578
VPS29	ENSG00000111237	ENST00000546588
VPS29	ENSG00000111237	ENST00000548539
VPS29	ENSG00000111237	ENST00000549970
VPS29	ENSG00000111237	ENST00000548259
VPS29	ENSG00000111237	ENST00000553128
VPS29	ENSG00000111237	ENST00000551655
VPS29	ENSG00000111237	ENST00000550267
VPS4B	ENSG00000119541	ENST00000238497
VPS4B	ENSG00000119541	ENST00000588323
VPS4B	ENSG00000119541	ENST00000588059
VPS4B	ENSG00000119541	ENST00000591475
VPS4B	ENSG00000119541	ENST00000589604
VPS4B	ENSG00000119541	ENST00000591383
VPS4B	ENSG00000119541	ENST00000591519
VWCE	ENSG00000167992	ENST00000301770
VWCE	ENSG00000167992	ENST00000335613
VWCE	ENSG00000167992	ENST00000535710
VWCE	ENSG00000167992	ENST00000538438
VWCE	ENSG00000167992	ENST00000398808
VWCE	ENSG00000167992	ENST00000535599
VWCE	ENSG00000167992	ENST00000538579
WDFY1	ENSG00000085449	ENST00000462702
WDFY1	ENSG00000085449	ENST00000233055
WDFY1	ENSG00000085449	ENST00000491453
WDFY1	ENSG00000085449	ENST00000493001
WDFY1	ENSG00000085449	ENST00000429915
WDFY1	ENSG00000085449	ENST00000483061
XIST	ENSG00000229807	ENST00000841936
XIST	ENSG00000229807	ENST00000669898
XIST	ENSG00000229807	ENST00000434839
XIST	ENSG00000229807	ENST00000650627
XIST	ENSG00000229807	ENST00000416330
XIST	ENSG00000229807	ENST00000421322
XIST	ENSG00000229807	ENST00000417942
XIST	ENSG00000229807	ENST00000666954
XIST	ENSG00000229807	ENST00000648829
XIST	ENSG00000229807	ENST00000429829
XIST	ENSG00000229807	ENST00000647696
XIST	ENSG00000229807	ENST00000647913
XIST	ENSG00000229807	ENST00000650366
XIST	ENSG00000229807	ENST00000648607
XIST	ENSG00000229807	ENST00000650548
XIST	ENSG00000229807	ENST00000650186
XIST	ENSG00000229807	ENST00000635841
XIST	ENSG00000229807	ENST00000650637
XIST	ENSG00000229807	ENST00000648970
XIST	ENSG00000229807	ENST00000649757
XIST	ENSG00000229807	ENST00000648991
XIST	ENSG00000229807	ENST00000648091
XIST	ENSG00000229807	ENST00000648927
XIST	ENSG00000229807	ENST00000841934
XIST	ENSG00000229807	ENST00000649353
XIST	ENSG00000229807	ENST00000665247
XIST	ENSG00000229807	ENST00000666309
XIST	ENSG00000229807	ENST00000433732
XIST	ENSG00000229807	ENST00000841935
XIST	ENSG00000229807	ENST00000602587
XIST	ENSG00000229807	ENST00000445814
XIST	ENSG00000229807	ENST00000602495
XIST	ENSG00000229807	ENST00000602863
YPEL5	ENSG00000119801	ENST00000379519
YPEL5	ENSG00000119801	ENST00000379520
YPEL5	ENSG00000119801	ENST00000490211
YPEL5	ENSG00000119801	ENST00000261353
YPEL5	ENSG00000119801	ENST00000402003
YPEL5	ENSG00000119801	ENST00000402708
YPEL5	ENSG00000119801	ENST00000482474
YPEL5	ENSG00000119801	ENST00000470120
YPEL5	ENSG00000119801	ENST00000492439
YPEL5	ENSG00000119801	ENST00000495673
ZBED5	ENSG00000236287	ENST00000525350
ZBED5	ENSG00000236287	ENST00000533903
ZBED5	ENSG00000236287	ENST00000533925
ZBED5	ENSG00000236287	ENST00000432999
ZBED5	ENSG00000236287	ENST00000413761
ZBED5	ENSG00000236287	ENST00000526020
ZBED5	ENSG00000236287	ENST00000526852
ZBED5	ENSG00000236287	ENST00000534690
ZBED5	ENSG00000236287	ENST00000528289
ZBED5	ENSG00000236287	ENST00000530570
ZMPSTE24	ENSG00000084073	ENST00000675937
ZMPSTE24	ENSG00000084073	ENST00000674703
ZMPSTE24	ENSG00000084073	ENST00000479131
ZMPSTE24	ENSG00000084073	ENST00000372759
ZMPSTE24	ENSG00000084073	ENST00000472583
ZMPSTE24	ENSG00000084073	ENST00000675754
ZMPSTE24	ENSG00000084073	ENST00000474142
ZNF281	ENSG00000162702	ENST00000294740
ZNF281	ENSG00000162702	ENST00000367353
ZNF281	ENSG00000162702	ENST00000367352
ZNF683	ENSG00000176083	ENST00000403843
ZNF683	ENSG00000176083	ENST00000349618
ZNF683	ENSG00000176083	ENST00000436292
ZNF683	ENSG00000176083	ENST00000455900
ZNF683	ENSG00000176083	ENST00000451801
ZNF683	ENSG00000176083	ENST00000454975
ZNF683	ENSG00000176083	ENST00000453132
ZNF683	ENSG00000176083	ENST00000423508
ZNF683	ENSG00000176083	ENST00000416125
